211.5123832,307.1,0,0
211.5123832,307.1,-0.1,0.04
211.4723832,307.2,-0.199878165,0.006979899
211.4654033,307.3998782,-0.299390975,-0.019068806
211.4844721,307.6992691,-0.398295355,0.041836887
211.4426352,308.0975645,-0.496348968,0.029671507
211.4129637,308.5939135,-0.593310519,0.024401142
211.3885625,309.187224,-0.688940039,0.025983481
211.3625791,309.876164,-0.782999184,0.03436786
211.3282112,310.6591632,-0.875251523,0.049495331
211.2787159,311.5344147,-0.965462827,0.07129873
211.2074171,312.4998776,-1.053401351,0.099702758
211.1077144,313.5532789,-0.953401351,0.059702758
211.0480116,314.5066803,-0.853401351,0.019702758
211.0283089,315.3600816,-0.753401351,-0.020297242
211.0486061,316.113483,-0.653401351,0.019702758
211.0289034,316.7668843,-0.553401351,-0.020297242
211.0492006,317.3202857,-0.453401351,0.019702758
211.0294978,317.773687,-0.353401351,-0.020297242
211.0497951,318.1270884,-0.253401351,0.019702758
211.0300923,318.3804897,-0.153401351,-0.020297242
211.0503896,318.5338911,-0.238838122,0.094624077
210.9557655,318.7727292,-0.324274893,0.129545396
210.8262201,319.0970041,-0.409711664,0.164466715
210.6617534,319.5067157,-0.495148435,0.199388033
210.4623653,320.0018642,-0.580585205,0.234309352
210.228056,320.5824494,-0.666021976,0.269230671
209.9588253,321.2484714,-0.748731068,0.310577999
209.6482473,321.9972024,-0.828489877,0.358252229
209.2899951,322.8256923,-0.905079396,0.412146541
208.8778486,323.7307717,-0.978284476,0.472146541
208.405702,324.7090562,-1.047894096,0.538130394
207.8675716,325.7569503,-1.11370161,0.609968975
207.2576026,326.8706519,-1.175505009,0.687526025
206.5700766,328.0461569,-1.23310716,0.77065832
205.7994183,329.2792641,-1.286316048,0.859215842
204.9402025,330.5655801,-1.334945014,0.953041963
203.9871605,331.9005251,-1.378812974,1.051973637
202.9351869,333.2793381,-1.417744648,1.155841598
201.7793453,334.6970827,-1.451570769,1.264470563
200.5148747,336.1486535,-1.48539689,1.373099528
199.1417752,337.6340504,-1.38539689,1.333099528
197.8086756,339.0194473,-1.28539689,1.293099528
196.5155761,340.3048442,-1.18539689,1.253099528
195.2624766,341.4902411,-1.08539689,1.213099528
194.0493771,342.575638,-0.98539689,1.173099528
192.8762775,343.5610348,-0.88539689,1.133099528
191.743178,344.4464317,-0.78539689,1.093099528
190.6500785,345.2318286,-0.68539689,1.053099528
189.5969789,345.9172255,-0.58539689,1.013099528
188.5838794,346.5026224,-0.48539689,0.973099528
187.6107799,346.9880193,-0.38539689,0.933099528
186.6776804,347.3734162,-0.28539689,0.893099528
185.7845808,347.6588131,-0.18539689,0.853099528
184.9314813,347.84421,-0.08539689,0.813099528
184.1183818,347.9296069,0.01460311,0.773099528
183.3452822,347.9150037,0.11460311,0.733099528
182.6121827,347.8004006,0.21460311,0.693099528
181.9190832,347.5857975,0.31460311,0.653099528
181.2659837,347.2711944,0.41460311,0.613099528
180.6528841,346.8565913,0.51460311,0.573099528
180.0797846,346.3419882,0.61460311,0.533099528
179.5466851,345.7273851,0.71460311,0.493099528
179.0535856,345.012782,0.81460311,0.453099528
178.600486,344.1981789,0.91460311,0.413099528
178.1873865,343.2835758,1.01460311,0.373099528
177.814287,342.2689727,1.11460311,0.333099528
177.4811874,341.1543695,1.21460311,0.293099528
177.1880879,339.9397664,1.31460311,0.253099528
176.9349884,338.6251633,1.41460311,0.213099528
176.7218889,337.2105602,1.51460311,0.173099528
176.5487893,335.6959571,1.61460311,0.133099528
176.4156898,334.081354,1.71460311,0.093099528
176.3225903,332.3667509,1.680776988,0.201728493
176.1208618,330.6859739,1.646950867,0.310357458
175.8105043,329.039023,1.613124746,0.418986423
175.3915179,327.4258983,1.579298625,0.527615388
174.8639025,325.8465997,1.545472503,0.636244353
174.2276582,324.3011272,1.511646382,0.744873318
173.4827848,322.7894808,1.48308886,0.858082207
172.6247026,321.3063919,1.459956565,0.975684358
171.6490183,319.8464353,1.442399515,1.097487757
170.5515305,318.4040358,1.430560934,1.223295271
169.3282353,316.9734749,1.424577081,1.35290489
167.9753304,315.5488978,1.424577081,1.486109971
